code,depth,x,y,z,format,source,top,base,lithology,sandmedianclass,sandmedian,graveladmix,sandadmix,siltadmix,clayadmix,humusadmix
B34F0134,12.0,252910.0,464590.0,29.900000000000002,XML Borehole,B34F0134_1.4.xml,0.0,1.5,GM,,,,,,,
B34F0134,12.0,252910.0,464590.0,29.900000000000002,XML Borehole,B34F0134_1.4.xml,1.5,10.0,L,,,,,,,
B34F0134,12.0,252910.0,464590.0,29.900000000000002,XML Borehole,B34F0134_1.4.xml,10.0,12.0,Z,,,,,,KX,
B34F0135,27.5,255200.0,464500.0,33.6,XML Borehole,B34F0135_1.4.xml,0.0,3.2,Z,ZMG,,GX,,,,
B34F0135,27.5,255200.0,464500.0,33.6,XML Borehole,B34F0135_1.4.xml,3.2,7.0,Z,ZFC,,,,,KX,
B34F0135,27.5,255200.0,464500.0,33.6,XML Borehole,B34F0135_1.4.xml,7.0,8.0,Z,ZGC,,GX,,,,
B34F0135,27.5,255200.0,464500.0,33.6,XML Borehole,B34F0135_1.4.xml,8.0,27.5,K,,,,ZX,,,
B34F0140,24.0,255875.0,464850.0,36.5,XML Borehole,B34F0140_1.4.xml,0.0,1.0,GM,,,,,,,
B34F0140,24.0,255875.0,464850.0,36.5,XML Borehole,B34F0140_1.4.xml,1.0,7.5,Z,ZMG,,,,,,
B34F0140,24.0,255875.0,464850.0,36.5,XML Borehole,B34F0140_1.4.xml,7.5,20.900000000000002,K,,,,ZX,,,
B34F0140,24.0,255875.0,464850.0,36.5,XML Borehole,B34F0140_1.4.xml,20.900000000000002,24.0,KAS,,,,,,,
B34F0141,16.0,256545.0,464535.0,39.2,XML Borehole,B34F0141_1.4.xml,0.0,0.5,GM,,,,,,,
B34F0141,16.0,256545.0,464535.0,39.2,XML Borehole,B34F0141_1.4.xml,0.5,3.0,Z,ZMG,,,,,,
B34F0141,16.0,256545.0,464535.0,39.2,XML Borehole,B34F0141_1.4.xml,3.0,14.5,L,,,,,,,
B34F0141,16.0,256545.0,464535.0,39.2,XML Borehole,B34F0141_1.4.xml,14.5,16.0,K,,,,,S1,,
B34F0143,10.0,257865.0,465410.0,41.6,XML Borehole,B34F0143_1.4.xml,0.0,1.2,GM,,,,,,,
B34F0143,10.0,257865.0,465410.0,41.6,XML Borehole,B34F0143_1.4.xml,1.2,4.0,L,,,,,,,
B34F0143,10.0,257865.0,465410.0,41.6,XML Borehole,B34F0143_1.4.xml,4.0,10.0,Z,ZMG,,GX,,,,
B34F0144,15.0,257155.0,465630.0,39.0,XML Borehole,B34F0144_1.4.xml,0.0,0.6,GM,,,,,,,
B34F0144,15.0,257155.0,465630.0,39.0,XML Borehole,B34F0144_1.4.xml,0.6,3.1,Z,ZMG,,,,,,
B34F0144,15.0,257155.0,465630.0,39.0,XML Borehole,B34F0144_1.4.xml,3.1,5.0,L,,,,,,,
B34F0144,15.0,257155.0,465630.0,39.0,XML Borehole,B34F0144_1.4.xml,5.0,6.0,Z,ZGC,,,,,,
B34F0144,15.0,257155.0,465630.0,39.0,XML Borehole,B34F0144_1.4.xml,6.0,9.5,K,,,,ZX,,,
B34F0144,15.0,257155.0,465630.0,39.0,XML Borehole,B34F0144_1.4.xml,9.5,15.0,KAS,,,,,,,
B34F0145,22.900000000000002,257200.0,464955.0,40.0,XML Borehole,B34F0145_1.4.xml,0.0,2.5,Z,ZMG,,,,,,
B34F0145,22.900000000000002,257200.0,464955.0,40.0,XML Borehole,B34F0145_1.4.xml,2.5,6.0,L,,,,,,,
B34F0145,22.900000000000002,257200.0,464955.0,40.0,XML Borehole,B34F0145_1.4.xml,6.0,9.0,Z,ZMG,,GX,,,,
B34F0145,22.900000000000002,257200.0,464955.0,40.0,XML Borehole,B34F0145_1.4.xml,9.0,22.900000000000002,K,,,,ZX,,,
B34F0146,15.0,256815.0,465360.0,40.5,XML Borehole,B34F0146_1.4.xml,0.0,0.5,GM,,,,,,,
B34F0146,15.0,256815.0,465360.0,40.5,XML Borehole,B34F0146_1.4.xml,0.5,7.0,L,,,,,,,
B34F0146,15.0,256815.0,465360.0,40.5,XML Borehole,B34F0146_1.4.xml,7.0,9.200000000000001,Z,ZMG,,,,,,
B34F0146,15.0,256815.0,465360.0,40.5,XML Borehole,B34F0146_1.4.xml,9.200000000000001,13.0,K,,,,ZX,,,
B34F0146,15.0,256815.0,465360.0,40.5,XML Borehole,B34F0146_1.4.xml,13.0,15.0,KAS,,,,,,,
B34F0147,18.8,256330.0,465180.0,38.0,XML Borehole,B34F0147_1.4.xml,0.0,1.0,GM,,,,,,,
B34F0147,18.8,256330.0,465180.0,38.0,XML Borehole,B34F0147_1.4.xml,1.0,3.0,L,,,,,,,
B34F0147,18.8,256330.0,465180.0,38.0,XML Borehole,B34F0147_1.4.xml,3.0,5.5,Z,ZMG,,,,,,
B34F0147,18.8,256330.0,465180.0,38.0,XML Borehole,B34F0147_1.4.xml,5.5,7.5,Z,ZGC,,GX,,,,
B34F0147,18.8,256330.0,465180.0,38.0,XML Borehole,B34F0147_1.4.xml,7.5,10.700000000000001,Z,ZMG,,,,,,
B34F0147,18.8,256330.0,465180.0,38.0,XML Borehole,B34F0147_1.4.xml,10.700000000000001,17.0,K,,,,ZX,,,
B34F0147,18.8,256330.0,465180.0,38.0,XML Borehole,B34F0147_1.4.xml,17.0,18.8,KAS,,,,,,,
B34F0148,27.5,255410.0,465040.0,35.0,XML Borehole,B34F0148_1.4.xml,0.0,1.3,GM,,,,,,,
B34F0148,27.5,255410.0,465040.0,35.0,XML Borehole,B34F0148_1.4.xml,1.3,7.0,Z,ZMG,,GX,,,,
B34F0148,27.5,255410.0,465040.0,35.0,XML Borehole,B34F0148_1.4.xml,7.0,27.5,K,,,,ZX,,,
B34F0149,24.5,255650.0,465425.0,36.0,XML Borehole,B34F0149_1.4.xml,0.0,1.0,GM,,,,,,,
B34F0149,24.5,255650.0,465425.0,36.0,XML Borehole,B34F0149_1.4.xml,1.0,3.1,Z,,,,,,K1,
B34F0149,24.5,255650.0,465425.0,36.0,XML Borehole,B34F0149_1.4.xml,3.1,8.8,Z,ZMF,,,,,,
B34F0149,24.5,255650.0,465425.0,36.0,XML Borehole,B34F0149_1.4.xml,8.8,24.0,K,,,,ZX,,,
B34F0149,24.5,255650.0,465425.0,36.0,XML Borehole,B34F0149_1.4.xml,24.0,24.5,KAS,,,,,,,
B34F0150,18.2,256315.0,465755.0,36.800000000000004,XML Borehole,B34F0150_1.4.xml,0.0,1.5,GM,,,,,,,
B34F0150,18.2,256315.0,465755.0,36.800000000000004,XML Borehole,B34F0150_1.4.xml,1.5,4.2,L,,,,,,,
B34F0150,18.2,256315.0,465755.0,36.800000000000004,XML Borehole,B34F0150_1.4.xml,4.2,12.0,Z,ZGC,,,,,,
B34F0150,18.2,256315.0,465755.0,36.800000000000004,XML Borehole,B34F0150_1.4.xml,12.0,17.8,K,,,,ZX,,,
B34F0150,18.2,256315.0,465755.0,36.800000000000004,XML Borehole,B34F0150_1.4.xml,17.8,18.2,KAS,,,,,,,
B34F0151,26.1,256235.0,466410.0,36.6,XML Borehole,B34F0151_1.4.xml,0.0,1.2,GM,,,,,,,
B34F0151,26.1,256235.0,466410.0,36.6,XML Borehole,B34F0151_1.4.xml,1.2,9.0,Z,ZMG,,,,,,
B34F0151,26.1,256235.0,466410.0,36.6,XML Borehole,B34F0151_1.4.xml,9.0,26.1,K,,,,ZX,,,
B34F0152,19.0,256850.0,466160.0,37.800000000000004,XML Borehole,B34F0152_1.4.xml,0.0,0.5,GM,,,,,,,
B34F0152,19.0,256850.0,466160.0,37.800000000000004,XML Borehole,B34F0152_1.4.xml,0.5,2.5,L,,,,,,,
B34F0152,19.0,256850.0,466160.0,37.800000000000004,XML Borehole,B34F0152_1.4.xml,2.5,11.5,Z,ZMG,,GX,,,,
B34F0152,19.0,256850.0,466160.0,37.800000000000004,XML Borehole,B34F0152_1.4.xml,11.5,19.0,K,,,,ZX,,,
B34F0153,12.0,257850.0,466385.0,39.5,XML Borehole,B34F0153_1.4.xml,0.0,2.5,Z,,,,,,,
B34F0153,12.0,257850.0,466385.0,39.5,XML Borehole,B34F0153_1.4.xml,2.5,12.0,MER,,,,,S1,,
B34F0323,8.9,254155.0,466450.0,30.8,XML Borehole,B34F0323_1.4.xml,0.0,0.35000000000000003,Z,,,,,,,
B34F0323,8.9,254155.0,466450.0,30.8,XML Borehole,B34F0323_1.4.xml,0.35000000000000003,3.1,Z,ZFC,,,,,,
B34F0323,8.9,254155.0,466450.0,30.8,XML Borehole,B34F0323_1.4.xml,3.1,3.5,Z,ZMG,,,,,,
B34F0323,8.9,254155.0,466450.0,30.8,XML Borehole,B34F0323_1.4.xml,3.5,4.0,Z,ZFC,,,,SX,,
B34F0323,8.9,254155.0,466450.0,30.8,XML Borehole,B34F0323_1.4.xml,4.0,8.9,L,,,,ZX,,,HX
B34F0324,10.25,254510.0,466655.0,32.2,XML Borehole,B34F0324_1.4.xml,0.0,4.6000000000000005,Z,ZFC,,,,,,
B34F0324,10.25,254510.0,466655.0,32.2,XML Borehole,B34F0324_1.4.xml,4.6000000000000005,5.4,Z,ZMF,,G1,,SX,,
B34F0324,10.25,254510.0,466655.0,32.2,XML Borehole,B34F0324_1.4.xml,5.4,7.3,Z,ZFC,,,,SX,,
B34F0324,10.25,254510.0,466655.0,32.2,XML Borehole,B34F0324_1.4.xml,7.3,8.5,Z,ZMF,,GX,,SX,,
B34F0324,10.25,254510.0,466655.0,32.2,XML Borehole,B34F0324_1.4.xml,8.5,9.5,G,ZFC,,,Z1,SX,,
B34F0324,10.25,254510.0,466655.0,32.2,XML Borehole,B34F0324_1.4.xml,9.5,10.25,K,,,,,,,
B34F0325,9.0,254630.0,466450.0,32.8,XML Borehole,B34F0325_1.4.xml,0.0,0.4,Z,,,,,,,
B34F0325,9.0,254630.0,466450.0,32.8,XML Borehole,B34F0325_1.4.xml,0.4,4.5,Z,ZFC,,,,,,
B34F0325,9.0,254630.0,466450.0,32.8,XML Borehole,B34F0325_1.4.xml,4.5,6.6000000000000005,L,,,,,,,
B34F0325,9.0,254630.0,466450.0,32.8,XML Borehole,B34F0325_1.4.xml,6.6000000000000005,8.0,Z,ZFC,,,,SX,,HX
B34F0325,9.0,254630.0,466450.0,32.8,XML Borehole,B34F0325_1.4.xml,8.0,9.0,G,,,,Z1,SX,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,0.0,0.3,Z,,,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,0.3,1.0,Z,ZMF,190.0,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,1.0,4.0,Z,ZMG,230.0,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,4.0,5.0,Z,ZZG,320.0,,,SX,,H2
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,5.0,6.0,Z,ZUG,430.0,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,6.0,7.0,Z,ZZG,320.0,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,7.0,8.0,Z,ZMG,250.0,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,8.0,9.0,Z,ZZG,350.0,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,9.0,9.8,Z,ZUG,450.0,GX,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,9.8,12.0,Z,ZZF,125.0,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,12.0,13.0,L,,,,Z1,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,13.0,14.0,Z,ZMG,,,,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,14.0,17.0,L,,,,Z1,S1,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,17.0,18.0,K,,,,Z3,S3,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,18.0,23.0,L,,,,Z1,,,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,23.0,24.0,K,,,,,SX,KX,
B34F0451,30.0,252830.0,465870.0,29.5,XML Borehole,B34F0451_1.4.xml,24.0,30.0,L,,,,Z1,S1,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,0.0,1.0,Z,,,,,,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,1.0,3.6,Z,ZMF,170.0,,,,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,3.6,6.0,L,,,,,,,H2
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,6.0,6.8,Z,ZZG,,G3,,,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,6.8,8.5,L,,,,Z1,,,H1
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,8.5,9.0,Z,ZZG,380.0,GX,,,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,9.0,12.0,L,,,,Z1,S1,,H2
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,12.0,13.0,Z,ZZG,,GX,,,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,13.0,21.0,L,,,,Z1,S1,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,21.0,22.0,Z,ZZF,,,,,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,22.0,23.0,K,,,,,S3,,
B34F0452,30.0,254000.0,465800.0,31.0,XML Borehole,B34F0452_1.4.xml,23.0,30.0,L,,,,Z1,S1,,
B34F0453,25.7,255420.0,465950.0,33.6,XML Borehole,B34F0453_1.4.xml,0.0,0.7000000000000001,Z,,,,,,,
B34F0453,25.7,255420.0,465950.0,33.6,XML Borehole,B34F0453_1.4.xml,0.7000000000000001,2.8000000000000003,Z,ZMF,170.0,,,,,
B34F0453,25.7,255420.0,465950.0,33.6,XML Borehole,B34F0453_1.4.xml,2.8000000000000003,4.0,K,,,,Z1,,,
B34F0453,25.7,255420.0,465950.0,33.6,XML Borehole,B34F0453_1.4.xml,4.0,6.5,Z,ZUG,500.0,GX,,,,
B34F0453,25.7,255420.0,465950.0,33.6,XML Borehole,B34F0453_1.4.xml,6.5,13.0,L,,,,Z1,S1,,
B34F0453,25.7,255420.0,465950.0,33.6,XML Borehole,B34F0453_1.4.xml,13.0,25.7,K,,,,ZX,,,
B34F0454,17.3,256320.0,465870.0,36.9,XML Borehole,B34F0454_1.4.xml,0.0,1.7,Z,ZMF,170.0,,,S1,,
B34F0454,17.3,256320.0,465870.0,36.9,XML Borehole,B34F0454_1.4.xml,1.7,2.0,L,,,GX,ZX,,,
B34F0454,17.3,256320.0,465870.0,36.9,XML Borehole,B34F0454_1.4.xml,2.0,3.0,Z,ZMG,250.0,,,SX,,
B34F0454,17.3,256320.0,465870.0,36.9,XML Borehole,B34F0454_1.4.xml,3.0,5.6000000000000005,Z,ZUG,380.0,G3,,,,
B34F0454,17.3,256320.0,465870.0,36.9,XML Borehole,B34F0454_1.4.xml,5.6000000000000005,6.0,Z,ZZG,380.0,,,,,
B34F0454,17.3,256320.0,465870.0,36.9,XML Borehole,B34F0454_1.4.xml,6.0,12.0,Z,ZUG,500.0,G1,,,,
B34F0454,17.3,256320.0,465870.0,36.9,XML Borehole,B34F0454_1.4.xml,12.0,17.3,K,,,,,S3,,
B34F0455,10.3,257080.0,465730.0,39.300000000000004,XML Borehole,B34F0455_1.4.xml,0.0,1.0,Z,,,,,,,
B34F0455,10.3,257080.0,465730.0,39.300000000000004,XML Borehole,B34F0455_1.4.xml,1.0,1.5,Z,ZMF,170.0,,,S1,,
B34F0455,10.3,257080.0,465730.0,39.300000000000004,XML Borehole,B34F0455_1.4.xml,1.5,2.0,Z,ZMG,250.0,,,S1,,
B34F0455,10.3,257080.0,465730.0,39.300000000000004,XML Borehole,B34F0455_1.4.xml,2.0,4.0,L,,,GX,ZX,,,
B34F0455,10.3,257080.0,465730.0,39.300000000000004,XML Borehole,B34F0455_1.4.xml,4.0,5.0,Z,ZMG,,,,SX,,H3
B34F0455,10.3,257080.0,465730.0,39.300000000000004,XML Borehole,B34F0455_1.4.xml,5.0,6.0,Z,ZZF,120.0,,,,KX,H2
B34F0455,10.3,257080.0,465730.0,39.300000000000004,XML Borehole,B34F0455_1.4.xml,6.0,9.0,Z,ZMG,250.0,GX,,SX,,
B34F0455,10.3,257080.0,465730.0,39.300000000000004,XML Borehole,B34F0455_1.4.xml,9.0,10.3,K,,,,ZX,S3,,
B34F0456,10.0,257800.0,466210.0,38.5,XML Borehole,B34F0456_1.4.xml,0.0,0.5,Z,,,,,,,
B34F0456,10.0,257800.0,466210.0,38.5,XML Borehole,B34F0456_1.4.xml,0.5,1.0,Z,ZMF,170.0,,,S1,,
B34F0456,10.0,257800.0,466210.0,38.5,XML Borehole,B34F0456_1.4.xml,1.0,4.0,Z,ZMG,,GX,,SX,,H2
B34F0456,10.0,257800.0,466210.0,38.5,XML Borehole,B34F0456_1.4.xml,4.0,10.0,K,,,,,S1,,
B34F0457,7.5,257930.0,466440.0,39.1,XML Borehole,B34F0457_1.4.xml,0.0,1.2,Z,ZMF,170.0,,,S1,,
B34F0457,7.5,257930.0,466440.0,39.1,XML Borehole,B34F0457_1.4.xml,1.2,3.5,K,,,GX,Z1,,,
B34F0457,7.5,257930.0,466440.0,39.1,XML Borehole,B34F0457_1.4.xml,3.5,3.7,Z,,,,,S1,,
B34F0457,7.5,257930.0,466440.0,39.1,XML Borehole,B34F0457_1.4.xml,3.7,7.5,K,,,,,S1,,
B34F0574,10.75,252370.0,465470.0,29.5,XML Borehole,B34F0574_1.4.xml,0.0,3.0,Z,ZMF,175.0,,,,,
B34F0574,10.75,252370.0,465470.0,29.5,XML Borehole,B34F0574_1.4.xml,3.0,7.65,Z,ZMG,250.0,G1,,SX,KX,
B34F0574,10.75,252370.0,465470.0,29.5,XML Borehole,B34F0574_1.4.xml,7.65,10.75,K,,,,Z1,S2,,
B34F0575,15.0,252900.0,466080.0,29.8,XML Borehole,B34F0575_1.4.xml,0.0,2.25,Z,ZMF,200.0,,,,,
B34F0575,15.0,252900.0,466080.0,29.8,XML Borehole,B34F0575_1.4.xml,2.25,8.0,Z,ZMG,260.0,,,S1,,
B34F0575,15.0,252900.0,466080.0,29.8,XML Borehole,B34F0575_1.4.xml,8.0,10.0,Z,ZZG,450.0,G3,,,,
B34F0575,15.0,252900.0,466080.0,29.8,XML Borehole,B34F0575_1.4.xml,10.0,15.0,Z,ZZF,122.0,,Z3,SX,,
B34F0577,9.6,253700.0,466550.0,29.7,XML Borehole,B34F0577_1.4.xml,0.0,0.6,Z,ZMF,200.0,,,,,
B34F0577,9.6,253700.0,466550.0,29.7,XML Borehole,B34F0577_1.4.xml,0.6,6.8,Z,ZMG,250.0,G1,,S1,,
B34F0577,9.6,253700.0,466550.0,29.7,XML Borehole,B34F0577_1.4.xml,6.8,9.6,K,,,,Z1,S2,,
B34F0705,24.0,253920.0,465200.0,31.5,XML Borehole,B34F0705_1.4.xml,0.0,3.1,Z,ZMF,,,,,,
B34F0705,24.0,253920.0,465200.0,31.5,XML Borehole,B34F0705_1.4.xml,3.1,3.5,GY,,,,,,,
B34F0705,24.0,253920.0,465200.0,31.5,XML Borehole,B34F0705_1.4.xml,3.5,7.0,K,,,,Z1,,,
B34F0705,24.0,253920.0,465200.0,31.5,XML Borehole,B34F0705_1.4.xml,7.0,9.3,Z,ZMF,165.0,,,,,
B34F0705,24.0,253920.0,465200.0,31.5,XML Borehole,B34F0705_1.4.xml,9.3,11.0,K,,,,Z2,,,
B34F0705,24.0,253920.0,465200.0,31.5,XML Borehole,B34F0705_1.4.xml,11.0,12.8,Z,ZMG,220.0,G1,,,,
B34F0705,24.0,253920.0,465200.0,31.5,XML Borehole,B34F0705_1.4.xml,12.8,24.0,K,,,,Z3,,,
B34F0706,9.8,254960.0,466920.0,32.5,XML Borehole,B34F0706_1.4.xml,0.0,2.0,Z,ZMF,155.0,,,,,
B34F0706,9.8,254960.0,466920.0,32.5,XML Borehole,B34F0706_1.4.xml,2.0,3.0,Z,ZMG,250.0,G2,,,,
B34F0706,9.8,254960.0,466920.0,32.5,XML Borehole,B34F0706_1.4.xml,3.0,4.0,Z,ZMF,200.0,G2,,,,
B34F0706,9.8,254960.0,466920.0,32.5,XML Borehole,B34F0706_1.4.xml,4.0,6.0,Z,ZMG,220.0,G1,,,,
B34F0706,9.8,254960.0,466920.0,32.5,XML Borehole,B34F0706_1.4.xml,6.0,8.0,Z,ZZG,300.0,G2,,,,
B34F0706,9.8,254960.0,466920.0,32.5,XML Borehole,B34F0706_1.4.xml,8.0,8.8,Z,ZMG,250.0,G3,,,,
B34F0706,9.8,254960.0,466920.0,32.5,XML Borehole,B34F0706_1.4.xml,8.8,9.8,K,,,,Z3,,,
B34F0746,2.7,257870.0,465170.0,41.800000000000004,XML Borehole,B34F0746_1.4.xml,0.0,2.7,Z,,,,,,,
B34F0747,4.0,257800.0,465520.0,41.300000000000004,XML Borehole,B34F0747_1.4.xml,0.0,1.7,Z,,,,,,,
B34F0747,4.0,257800.0,465520.0,41.300000000000004,XML Borehole,B34F0747_1.4.xml,1.7,4.0,L,,,,Z2,,,
B34F0748,3.6,257750.0,465950.0,40.0,XML Borehole,B34F0748_1.4.xml,0.0,3.0,Z,,,,,,,
B34F0748,3.6,257750.0,465950.0,40.0,XML Borehole,B34F0748_1.4.xml,3.0,3.2,K,,,,,,,
B34F0748,3.6,257750.0,465950.0,40.0,XML Borehole,B34F0748_1.4.xml,3.2,3.6,Z,,,,,,,
B34F0749,3.5,257450.0,466060.0,38.1,XML Borehole,B34F0749_1.4.xml,0.0,3.5,Z,,,,,,,
B34F0750,4.0,257325.0,466425.0,36.7,XML Borehole,B34F0750_1.4.xml,0.0,4.0,Z,,,,,,,
B34F0751,3.0,257450.0,466580.0,37.0,XML Borehole,B34F0751_1.4.xml,0.0,3.0,Z,,,,,,,
B34F0752,3.5,257300.0,466580.0,38.0,XML Borehole,B34F0752_1.4.xml,0.0,3.5,Z,,,,,,,
B34F0753,3.8000000000000003,257650.0,466260.0,38.0,XML Borehole,B34F0753_1.4.xml,0.0,3.0,Z,,,,,,,
B34F0753,3.8000000000000003,257650.0,466260.0,38.0,XML Borehole,B34F0753_1.4.xml,3.0,3.6,K,,,,,,,
B34F0753,3.8000000000000003,257650.0,466260.0,38.0,XML Borehole,B34F0753_1.4.xml,3.6,3.8000000000000003,L,,,,Z2,,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,0.0,0.6,Z,ZMC,,,,,,H3
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,0.6,0.85,Z,,,,,S3,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,0.85,1.3,V,,,,,,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,1.3,2.5500000000000003,Z,ZFC,,,,S3,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,2.5500000000000003,3.25,Z,ZUF,,,,,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,3.25,3.6,Z,ZZF,,,,,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,3.6,4.8,Z,ZMC,,,,,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,4.8,5.2,Z,ZFC,,G1,,,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,5.2,6.5,Z,ZUF,,,,S3,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,6.5,7.0,Z,,,G2,,,,
B34F0768,7.3500000000000005,254650.0,466470.0,34.300000000000004,XML Borehole,B34F0768_1.4.xml,7.0,7.3500000000000005,L,,,G1,Z1,,,
B34F1335,2.0,252510.0,467520.0,26.82,XML Borehole,B34F1335_1.4.xml,0.0,1.0,Z,,,,,,,
B34F1335,2.0,252510.0,467520.0,26.82,XML Borehole,B34F1335_1.4.xml,1.0,2.0,G,,,,ZX,,,
B34F1336,2.0,252470.0,467490.0,27.1,XML Borehole,B34F1336_1.4.xml,0.0,2.0,Z,,,,,,,
