code,depth,x,y,z,format,source,top,base,lithology,sandmedianclass,sandmedian,graveladmix,sandadmix,siltadmix,clayadmix,humusadmix
B34F1337,2.0,254620.0,467440.0,32.42,XML Borehole,B34F1337_1.4.xml,0.0,2.0,Z,,,,,,,
B34F1338,3.0,254620.0,467410.0,32.4,XML Borehole,B34F1338_1.4.xml,0.0,3.0,Z,,,,,,,
B34F1339,2.0,254620.0,467490.0,32.82,XML Borehole,B34F1339_1.4.xml,0.0,2.0,Z,,,,,,,
B34F1340,2.0,253510.0,466280.0,29.66,XML Borehole,B34F1340_1.4.xml,0.0,2.0,Z,,,,,,,
B34F1341,2.0,253330.0,466130.0,29.8,XML Borehole,B34F1341_1.4.xml,0.0,2.0,Z,,,,,,,
B34F1342,2.0,253304.0,466107.0,29.75,XML Borehole,B34F1342_1.4.xml,0.0,2.0,Z,,,,,,,
B34F1343,2.0,257340.0,464880.0,40.88,XML Borehole,B34F1343_1.4.xml,0.0,2.0,Z,,,,,,,
B34F1344,2.0,257380.0,464880.0,40.9,XML Borehole,B34F1344_1.4.xml,0.0,2.0,Z,,,,,,,
B34F1345,2.0,257420.0,464940.0,,XML Borehole,B34F1345_1.4.xml,0.0,0.3,NBE,,,,,,,
B34F1345,2.0,257420.0,464940.0,,XML Borehole,B34F1345_1.4.xml,0.3,2.0,Z,,,,,,,
B34F1346,2.0,257240.0,464960.0,40.03,XML Borehole,B34F1346_1.4.xml,0.0,2.0,Z,,,,,,,
B34F1433,3.4,257231.0,465940.0,39.11,XML Borehole,B34F1433_1.4.xml,0.0,2.0,Z,ZMG,,,,,,
B34F1433,3.4,257231.0,465940.0,39.11,XML Borehole,B34F1433_1.4.xml,2.0,3.4,Z,ZFC,,,,S1,,
B34F1499,2.5,256745.0,464525.0,39.45,XML Borehole,B34F1499_1.4.xml,0.0,0.3,Z,ZZF,,,,S3,,H3
B34F1499,2.5,256745.0,464525.0,39.45,XML Borehole,B34F1499_1.4.xml,0.3,1.4000000000000001,Z,ZMF,,,,S2,,H1
B34F1499,2.5,256745.0,464525.0,39.45,XML Borehole,B34F1499_1.4.xml,1.4000000000000001,2.2,Z,ZZF,,,,S1,,
B34F1499,2.5,256745.0,464525.0,39.45,XML Borehole,B34F1499_1.4.xml,2.2,2.5,Z,,,,,S4,,
B34F1548,2.7,252675.0,464490.0,29.3,XML Borehole,B34F1548_1.4.xml,0.0,0.7000000000000001,Z,ZMF,,,,,,H1
B34F1548,2.7,252675.0,464490.0,29.3,XML Borehole,B34F1548_1.4.xml,0.7000000000000001,1.3,Z,ZMG,,,,,,
B34F1548,2.7,252675.0,464490.0,29.3,XML Borehole,B34F1548_1.4.xml,1.3,2.5,Z,ZMF,,,,,,H1
B34F1548,2.7,252675.0,464490.0,29.3,XML Borehole,B34F1548_1.4.xml,2.5,2.7,V,,,,,,,
B34F1549,4.2,252700.0,464490.0,29.03,XML Borehole,B34F1549_1.4.xml,0.0,1.0,Z,ZMF,,,,,,H2
B34F1549,4.2,252700.0,464490.0,29.03,XML Borehole,B34F1549_1.4.xml,1.0,1.3,Z,ZMG,,GX,,,,
B34F1549,4.2,252700.0,464490.0,29.03,XML Borehole,B34F1549_1.4.xml,1.3,2.2,Z,ZMF,,,,,,
B34F1549,4.2,252700.0,464490.0,29.03,XML Borehole,B34F1549_1.4.xml,2.2,3.2,Z,ZMG,,,,S1,,
B34F1549,4.2,252700.0,464490.0,29.03,XML Borehole,B34F1549_1.4.xml,3.2,4.2,Z,ZZF,,,,S3,,
B34F1550,3.2,252700.0,464540.0,29.17,XML Borehole,B34F1550_1.4.xml,0.0,0.75,Z,ZZF,,,,S2,,H3
B34F1550,3.2,252700.0,464540.0,29.17,XML Borehole,B34F1550_1.4.xml,0.75,2.0,Z,ZMF,,,,S1,,
B34F1550,3.2,252700.0,464540.0,29.17,XML Borehole,B34F1550_1.4.xml,2.0,2.8000000000000003,Z,ZZG,,GX,,,,
B34F1550,3.2,252700.0,464540.0,29.17,XML Borehole,B34F1550_1.4.xml,2.8000000000000003,3.2,L,,,,,,,H1
B34F1551,2.3000000000000003,252680.0,464590.0,29.04,XML Borehole,B34F1551_1.4.xml,0.0,2.1,V,,,,,,,
B34F1551,2.3000000000000003,252680.0,464590.0,29.04,XML Borehole,B34F1551_1.4.xml,2.1,2.3000000000000003,Z,ZMF,,,,,,
B34F1552,2.2,252845.0,464700.0,29.27,XML Borehole,B34F1552_1.4.xml,0.0,1.7,Z,ZMF,,,,,,HX
B34F1552,2.2,252845.0,464700.0,29.27,XML Borehole,B34F1552_1.4.xml,1.7,2.2,L,,,,Z3,,,
B34F1553,4.1,252970.0,464860.0,29.85,XML Borehole,B34F1553_1.4.xml,0.0,1.5,Z,ZMF,,,,,,H2
B34F1553,4.1,252970.0,464860.0,29.85,XML Borehole,B34F1553_1.4.xml,1.5,1.8,Z,ZMG,,,,,,
B34F1553,4.1,252970.0,464860.0,29.85,XML Borehole,B34F1553_1.4.xml,1.8,2.2,Z,ZZF,,,,S3,,
B34F1553,4.1,252970.0,464860.0,29.85,XML Borehole,B34F1553_1.4.xml,2.2,3.8000000000000003,Z,ZMF,,,,S1,,
B34F1553,4.1,252970.0,464860.0,29.85,XML Borehole,B34F1553_1.4.xml,3.8000000000000003,4.1,Z,ZZF,,,,S3,,
B34F1765,4.0,252680.0,464679.0,29.6,XML Borehole,B34F1765_1.4.xml,0.0,0.9,Z,ZMF,,,,,,
B34F1765,4.0,252680.0,464679.0,29.6,XML Borehole,B34F1765_1.4.xml,0.9,1.9000000000000001,Z,ZMG,280.0,,,,,
B34F1765,4.0,252680.0,464679.0,29.6,XML Borehole,B34F1765_1.4.xml,1.9000000000000001,4.0,Z,ZZG,350.0,,,,,
B34F1771,4.1,252330.0,464680.0,31.0,XML Borehole,B34F1771_1.4.xml,0.0,4.1,Z,ZMG,250.0,,,,,
B34F1772,4.2,252393.0,464957.0,30.3,XML Borehole,B34F1772_1.4.xml,0.0,1.0,Z,ZMG,250.0,,,,,
B34F1772,4.2,252393.0,464957.0,30.3,XML Borehole,B34F1772_1.4.xml,1.0,1.3,V,,,,,,KX,
B34F1772,4.2,252393.0,464957.0,30.3,XML Borehole,B34F1772_1.4.xml,1.3,3.1,Z,ZMG,280.0,,,SX,,H2
B34F1772,4.2,252393.0,464957.0,30.3,XML Borehole,B34F1772_1.4.xml,3.1,4.2,Z,ZZG,350.0,,,,,
B34F1773,3.5,252651.0,464964.0,29.2,XML Borehole,B34F1773_1.4.xml,0.0,3.0,Z,ZMG,,,,,,
B34F1773,3.5,252651.0,464964.0,29.2,XML Borehole,B34F1773_1.4.xml,3.0,3.5,L,,,,,SX,,
B34F1774,4.2,252989.0,464967.0,30.1,XML Borehole,B34F1774_1.4.xml,0.0,0.3,Z,ZMG,250.0,,,,,
B34F1774,4.2,252989.0,464967.0,30.1,XML Borehole,B34F1774_1.4.xml,0.3,4.2,Z,ZMF,175.0,,,,,
B34F1777,4.0,253653.0,464981.0,30.8,XML Borehole,B34F1777_1.4.xml,0.0,0.4,Z,,,,,,,
B34F1777,4.0,253653.0,464981.0,30.8,XML Borehole,B34F1777_1.4.xml,0.4,1.0,V,,,,,,KX,
B34F1777,4.0,253653.0,464981.0,30.8,XML Borehole,B34F1777_1.4.xml,1.0,1.3,Z,ZZG,350.0,,,,,
B34F1777,4.0,253653.0,464981.0,30.8,XML Borehole,B34F1777_1.4.xml,1.3,3.0,Z,,,,,,,
B34F1777,4.0,253653.0,464981.0,30.8,XML Borehole,B34F1777_1.4.xml,3.0,4.0,Z,ZMG,250.0,,,,,HX
B34F1778,4.0,253288.0,464986.0,30.3,XML Borehole,B34F1778_1.4.xml,0.0,0.3,Z,,,,,,,
B34F1778,4.0,253288.0,464986.0,30.3,XML Borehole,B34F1778_1.4.xml,0.3,1.1,Z,ZMF,175.0,,,,,
B34F1778,4.0,253288.0,464986.0,30.3,XML Borehole,B34F1778_1.4.xml,1.1,3.4,Z,,,,,,,
B34F1778,4.0,253288.0,464986.0,30.3,XML Borehole,B34F1778_1.4.xml,3.4,4.0,Z,ZMG,230.0,,,,,
B34F1779,3.7,253672.0,464678.0,31.3,XML Borehole,B34F1779_1.4.xml,0.0,1.0,Z,ZMF,,,,,,
B34F1779,3.7,253672.0,464678.0,31.3,XML Borehole,B34F1779_1.4.xml,1.0,2.5,Z,ZMG,250.0,,,,,
B34F1779,3.7,253672.0,464678.0,31.3,XML Borehole,B34F1779_1.4.xml,2.5,3.0,Z,ZUG,450.0,G1,,,,
B34F1779,3.7,253672.0,464678.0,31.3,XML Borehole,B34F1779_1.4.xml,3.0,3.7,L,,,,,SX,,
B34F1780,3.0,253268.0,464661.0,30.5,XML Borehole,B34F1780_1.4.xml,0.0,1.1,Z,ZMF,175.0,,,,,
B34F1780,3.0,253268.0,464661.0,30.5,XML Borehole,B34F1780_1.4.xml,1.1,3.0,Z,ZMG,250.0,,,,,
B34F1782,3.5,253013.0,464694.0,30.0,XML Borehole,B34F1782_1.4.xml,0.0,1.1,Z,ZMF,175.0,,,,,
B34F1782,3.5,253013.0,464694.0,30.0,XML Borehole,B34F1782_1.4.xml,1.1,2.5,Z,ZZG,380.0,,,,,
B34F1782,3.5,253013.0,464694.0,30.0,XML Borehole,B34F1782_1.4.xml,2.5,3.5,Z,ZMG,280.0,,,,,
B34F1784,4.0,254269.0,464743.0,32.4,XML Borehole,B34F1784_1.4.xml,0.0,1.1,Z,ZMF,,,,,,
B34F1784,4.0,254269.0,464743.0,32.4,XML Borehole,B34F1784_1.4.xml,1.1,4.0,Z,ZMG,250.0,,,,,
B34F1785,4.0,254002.0,464694.0,31.6,XML Borehole,B34F1785_1.4.xml,0.0,1.2,Z,ZMF,,,,,,
B34F1785,4.0,254002.0,464694.0,31.6,XML Borehole,B34F1785_1.4.xml,1.2,4.0,Z,ZMG,,,,,,
B34F1791,3.9,254020.0,464976.0,31.400000000000002,XML Borehole,B34F1791_1.4.xml,0.0,0.9,Z,ZMF,,,,,,
B34F1791,3.9,254020.0,464976.0,31.400000000000002,XML Borehole,B34F1791_1.4.xml,0.9,2.0,Z,ZMG,250.0,,,,,H2
B34F1791,3.9,254020.0,464976.0,31.400000000000002,XML Borehole,B34F1791_1.4.xml,2.0,2.7,V,,,,,SX,KX,
B34F1791,3.9,254020.0,464976.0,31.400000000000002,XML Borehole,B34F1791_1.4.xml,2.7,3.9,Z,ZMG,250.0,,,,,H2
B34F1792,4.0,254665.0,464722.0,32.6,XML Borehole,B34F1792_1.4.xml,0.0,0.5,Z,ZMF,190.0,,,,,
B34F1792,4.0,254665.0,464722.0,32.6,XML Borehole,B34F1792_1.4.xml,0.5,1.5,Z,ZMG,280.0,,,,,
B34F1792,4.0,254665.0,464722.0,32.6,XML Borehole,B34F1792_1.4.xml,1.5,1.9000000000000001,Z,,,,,SX,,
B34F1792,4.0,254665.0,464722.0,32.6,XML Borehole,B34F1792_1.4.xml,1.9000000000000001,2.5,Z,ZZG,350.0,,,,,
B34F1792,4.0,254665.0,464722.0,32.6,XML Borehole,B34F1792_1.4.xml,2.5,3.0,Z,ZMG,280.0,,,,,
B34F1792,4.0,254665.0,464722.0,32.6,XML Borehole,B34F1792_1.4.xml,3.0,4.0,Z,ZUG,500.0,,,,,
B34F1793,4.0,254324.0,464984.0,32.0,XML Borehole,B34F1793_1.4.xml,0.0,0.3,V,,,,,,,
B34F1793,4.0,254324.0,464984.0,32.0,XML Borehole,B34F1793_1.4.xml,0.3,0.9,Z,ZZG,380.0,,,,,
B34F1793,4.0,254324.0,464984.0,32.0,XML Borehole,B34F1793_1.4.xml,0.9,4.0,Z,ZMG,280.0,,,,,
B34F1796,4.0,255286.0,464707.0,34.0,XML Borehole,B34F1796_1.4.xml,0.0,1.2,Z,ZMF,,,,,,
B34F1796,4.0,255286.0,464707.0,34.0,XML Borehole,B34F1796_1.4.xml,1.2,1.6,Z,ZMG,250.0,,,,,
B34F1796,4.0,255286.0,464707.0,34.0,XML Borehole,B34F1796_1.4.xml,1.6,2.1,Z,ZUG,480.0,,,,,
B34F1796,4.0,255286.0,464707.0,34.0,XML Borehole,B34F1796_1.4.xml,2.1,2.7,Z,ZZG,350.0,,,,,
B34F1796,4.0,255286.0,464707.0,34.0,XML Borehole,B34F1796_1.4.xml,2.7,3.0,Z,ZMF,160.0,,,S1,,
B34F1796,4.0,255286.0,464707.0,34.0,XML Borehole,B34F1796_1.4.xml,3.0,4.0,Z,,,,,,,
B34F1800,4.0,255012.0,464656.0,33.4,XML Borehole,B34F1800_1.4.xml,0.0,0.4,Z,ZMG,,,,,,
B34F1800,4.0,255012.0,464656.0,33.4,XML Borehole,B34F1800_1.4.xml,0.4,0.7000000000000001,Z,ZMF,175.0,,,,,
B34F1800,4.0,255012.0,464656.0,33.4,XML Borehole,B34F1800_1.4.xml,0.7000000000000001,1.4000000000000001,Z,ZMG,280.0,,,,,
B34F1800,4.0,255012.0,464656.0,33.4,XML Borehole,B34F1800_1.4.xml,1.4000000000000001,4.0,Z,,,G1,,,,
B34F1802,4.0,255653.0,464693.0,35.7,XML Borehole,B34F1802_1.4.xml,0.0,0.5,Z,,,,,,,
B34F1802,4.0,255653.0,464693.0,35.7,XML Borehole,B34F1802_1.4.xml,0.5,2.0,Z,ZMF,175.0,,,,,
B34F1802,4.0,255653.0,464693.0,35.7,XML Borehole,B34F1802_1.4.xml,2.0,4.0,Z,ZZG,350.0,,,,,H2
B34F1803,3.8000000000000003,255636.0,464969.0,36.800000000000004,XML Borehole,B34F1803_1.4.xml,0.0,0.5,Z,ZMF,,,,,,
B34F1803,3.8000000000000003,255636.0,464969.0,36.800000000000004,XML Borehole,B34F1803_1.4.xml,0.5,3.3000000000000003,Z,ZMG,250.0,,,,,
B34F1803,3.8000000000000003,255636.0,464969.0,36.800000000000004,XML Borehole,B34F1803_1.4.xml,3.3000000000000003,3.8000000000000003,L,,,,Z1,SX,,
B34F1805,4.1,255190.0,464490.0,33.8,XML Borehole,B34F1805_1.4.xml,0.0,0.6,Z,ZMF,,,,,,
B34F1805,4.1,255190.0,464490.0,33.8,XML Borehole,B34F1805_1.4.xml,0.6,1.6,Z,ZMG,250.0,,,,,
B34F1805,4.1,255190.0,464490.0,33.8,XML Borehole,B34F1805_1.4.xml,1.6,4.1,Z,ZMF,155.0,,,,,
B34F1810,3.9,256015.0,464711.0,38.4,XML Borehole,B34F1810_1.4.xml,0.0,0.2,Z,ZMF,,,,,,
B34F1810,3.9,256015.0,464711.0,38.4,XML Borehole,B34F1810_1.4.xml,0.2,3.4,Z,ZMG,230.0,,,,,
B34F1810,3.9,256015.0,464711.0,38.4,XML Borehole,B34F1810_1.4.xml,3.4,3.9,K,,,,Z2,,,
B34F1811,3.3000000000000003,256333.0,464685.0,38.5,XML Borehole,B34F1811_1.4.xml,0.0,0.6,Z,ZMF,,,,,,
B34F1811,3.3000000000000003,256333.0,464685.0,38.5,XML Borehole,B34F1811_1.4.xml,0.6,0.8,Z,ZMG,230.0,,,,,
B34F1811,3.3000000000000003,256333.0,464685.0,38.5,XML Borehole,B34F1811_1.4.xml,0.8,3.3000000000000003,K,,,G1,,S3,KX,
B34F1812,2.9,256639.0,464673.0,39.6,XML Borehole,B34F1812_1.4.xml,0.0,0.8,Z,ZMF,,,,,,
B34F1812,2.9,256639.0,464673.0,39.6,XML Borehole,B34F1812_1.4.xml,0.8,1.8,Z,ZMG,,,,,,
B34F1812,2.9,256639.0,464673.0,39.6,XML Borehole,B34F1812_1.4.xml,1.8,2.2,Z,ZZG,350.0,G1,,,,
B34F1812,2.9,256639.0,464673.0,39.6,XML Borehole,B34F1812_1.4.xml,2.2,2.6,Z,ZMG,250.0,,,,,
B34F1812,2.9,256639.0,464673.0,39.6,XML Borehole,B34F1812_1.4.xml,2.6,2.9,K,,,G1,,S3,KX,
B34F1815,4.0,257655.0,464666.0,41.9,XML Borehole,B34F1815_1.4.xml,0.0,1.2,Z,ZMF,,,,,,
B34F1815,4.0,257655.0,464666.0,41.9,XML Borehole,B34F1815_1.4.xml,1.2,4.0,Z,,,,,,,
B34F1817,4.0,257313.0,464634.0,41.0,XML Borehole,B34F1817_1.4.xml,0.0,1.1,Z,ZMF,,,,,,
B34F1817,4.0,257313.0,464634.0,41.0,XML Borehole,B34F1817_1.4.xml,1.1,4.0,Z,,,,,,,
B34F1818,3.3000000000000003,257307.0,464966.0,40.0,XML Borehole,B34F1818_1.4.xml,0.0,0.4,V,,,,,S3,KX,
B34F1818,3.3000000000000003,257307.0,464966.0,40.0,XML Borehole,B34F1818_1.4.xml,0.4,0.9,Z,ZMF,175.0,,,,,
B34F1818,3.3000000000000003,257307.0,464966.0,40.0,XML Borehole,B34F1818_1.4.xml,0.9,3.0,Z,ZMG,250.0,,,,,
B34F1818,3.3000000000000003,257307.0,464966.0,40.0,XML Borehole,B34F1818_1.4.xml,3.0,3.3000000000000003,K,,,G1,,S3,KX,
B34F1819,3.3000000000000003,257006.0,464690.0,39.9,XML Borehole,B34F1819_1.4.xml,0.0,2.5,Z,ZMF,,,,,,
B34F1819,3.3000000000000003,257006.0,464690.0,39.9,XML Borehole,B34F1819_1.4.xml,2.5,3.0,Z,,,,,,,
B34F1819,3.3000000000000003,257006.0,464690.0,39.9,XML Borehole,B34F1819_1.4.xml,3.0,3.3000000000000003,K,,,G1,Z2,,,
B34F1840,2.5,252918.0,465577.0,29.5,XML Borehole,B34F1840_1.4.xml,0.0,0.4,Z,ZMF,175.0,,,,,
B34F1840,2.5,252918.0,465577.0,29.5,XML Borehole,B34F1840_1.4.xml,0.4,2.5,Z,ZMG,,,,S1,,
B34F1841,8.0,252730.0,465851.0,29.900000000000002,XML Borehole,B34F1841_1.4.xml,0.0,1.5,Z,ZMF,175.0,,,,,
B34F1841,8.0,252730.0,465851.0,29.900000000000002,XML Borehole,B34F1841_1.4.xml,1.5,3.0,Z,ZMG,250.0,,,,,
B34F1841,8.0,252730.0,465851.0,29.900000000000002,XML Borehole,B34F1841_1.4.xml,3.0,6.0,Z,,,G1,,,,
B34F1841,8.0,252730.0,465851.0,29.900000000000002,XML Borehole,B34F1841_1.4.xml,6.0,8.0,Z,ZUG,600.0,G1,,,,
B34F1842,2.6,252675.0,465440.0,29.5,XML Borehole,B34F1842_1.4.xml,0.0,0.9,Z,ZMF,175.0,,,,,
B34F1842,2.6,252675.0,465440.0,29.5,XML Borehole,B34F1842_1.4.xml,0.9,2.4,Z,ZMG,,,,,,
B34F1842,2.6,252675.0,465440.0,29.5,XML Borehole,B34F1842_1.4.xml,2.4,2.6,K,,,,ZX,S3,,
B34F1843,8.0,252426.0,465251.0,29.8,XML Borehole,B34F1843_1.4.xml,0.0,0.5,Z,ZMG,250.0,,,,,
B34F1843,8.0,252426.0,465251.0,29.8,XML Borehole,B34F1843_1.4.xml,0.5,1.0,V,,,,,,KX,
B34F1843,8.0,252426.0,465251.0,29.8,XML Borehole,B34F1843_1.4.xml,1.0,3.0,Z,ZMG,250.0,,,SX,,
B34F1843,8.0,252426.0,465251.0,29.8,XML Borehole,B34F1843_1.4.xml,3.0,3.75,Z,ZUG,450.0,,,,,
B34F1843,8.0,252426.0,465251.0,29.8,XML Borehole,B34F1843_1.4.xml,3.75,4.1,V,,,,,SX,KX,
B34F1843,8.0,252426.0,465251.0,29.8,XML Borehole,B34F1843_1.4.xml,4.1,5.5,Z,ZMG,300.0,,,,,
B34F1843,8.0,252426.0,465251.0,29.8,XML Borehole,B34F1843_1.4.xml,5.5,8.0,Z,ZZG,,G1,,,,
B34F1844,4.15,252196.0,465482.0,29.6,XML Borehole,B34F1844_1.4.xml,0.0,0.5,Z,ZMF,175.0,,,,,
B34F1844,4.15,252196.0,465482.0,29.6,XML Borehole,B34F1844_1.4.xml,0.5,2.7,Z,ZMG,250.0,,,,,
B34F1844,4.15,252196.0,465482.0,29.6,XML Borehole,B34F1844_1.4.xml,2.7,3.2,Z,ZMF,175.0,,,,,
B34F1844,4.15,252196.0,465482.0,29.6,XML Borehole,B34F1844_1.4.xml,3.2,4.15,Z,ZZG,300.0,,,,,
B34F1845,3.0,252437.0,465648.0,29.0,XML Borehole,B34F1845_1.4.xml,0.0,0.8,Z,ZMF,175.0,,,,,
B34F1845,3.0,252437.0,465648.0,29.0,XML Borehole,B34F1845_1.4.xml,0.8,2.0,Z,ZMG,,,,S1,,
B34F1845,3.0,252437.0,465648.0,29.0,XML Borehole,B34F1845_1.4.xml,2.0,2.2,Z,ZUG,450.0,,,,,
B34F1845,3.0,252437.0,465648.0,29.0,XML Borehole,B34F1845_1.4.xml,2.2,3.0,Z,ZZG,300.0,,,SX,,
B34F1846,8.0,252244.0,465840.0,29.1,XML Borehole,B34F1846_1.4.xml,0.0,1.3,Z,ZMF,175.0,,,,,
B34F1846,8.0,252244.0,465840.0,29.1,XML Borehole,B34F1846_1.4.xml,1.3,2.6,Z,ZMG,,,,S1,,
B34F1846,8.0,252244.0,465840.0,29.1,XML Borehole,B34F1846_1.4.xml,2.6,2.8000000000000003,Z,ZZG,600.0,,,,,
B34F1846,8.0,252244.0,465840.0,29.1,XML Borehole,B34F1846_1.4.xml,2.8000000000000003,3.75,Z,ZMG,250.0,,,S1,,
B34F1846,8.0,252244.0,465840.0,29.1,XML Borehole,B34F1846_1.4.xml,3.75,4.0,K,,,,Z3,SX,,
B34F1846,8.0,252244.0,465840.0,29.1,XML Borehole,B34F1846_1.4.xml,4.0,8.0,Z,ZMG,300.0,,,,,
B34F1847,6.2,252153.0,465136.0,30.400000000000002,XML Borehole,B34F1847_1.4.xml,0.0,0.4,Z,ZMF,175.0,,,,,
B34F1847,6.2,252153.0,465136.0,30.400000000000002,XML Borehole,B34F1847_1.4.xml,0.4,5.4,Z,,,,,,,
B34F1847,6.2,252153.0,465136.0,30.400000000000002,XML Borehole,B34F1847_1.4.xml,5.4,6.2,K,,,,Z3,,,H3
B34F1849,8.0,253295.0,465854.0,30.0,XML Borehole,B34F1849_1.4.xml,0.0,2.0,Z,ZMF,175.0,,,,,
B34F1849,8.0,253295.0,465854.0,30.0,XML Borehole,B34F1849_1.4.xml,2.0,4.0,Z,ZMG,250.0,,,,,
B34F1849,8.0,253295.0,465854.0,30.0,XML Borehole,B34F1849_1.4.xml,4.0,4.2,Z,ZUG,500.0,,,,,
B34F1849,8.0,253295.0,465854.0,30.0,XML Borehole,B34F1849_1.4.xml,4.2,4.9,Z,ZMF,190.0,,,S1,,
B34F1849,8.0,253295.0,465854.0,30.0,XML Borehole,B34F1849_1.4.xml,4.9,5.8,Z,ZZG,350.0,,,,,
B34F1849,8.0,253295.0,465854.0,30.0,XML Borehole,B34F1849_1.4.xml,5.8,6.5,Z,ZUG,450.0,,,,,
B34F1849,8.0,253295.0,465854.0,30.0,XML Borehole,B34F1849_1.4.xml,6.5,8.0,Z,ZMG,,,,,,
B34F1850,4.0,253366.0,465580.0,30.7,XML Borehole,B34F1850_1.4.xml,0.0,0.7000000000000001,Z,ZMG,,,,,,
B34F1850,4.0,253366.0,465580.0,30.7,XML Borehole,B34F1850_1.4.xml,0.7000000000000001,1.3,Z,ZMF,190.0,,,,,
B34F1850,4.0,253366.0,465580.0,30.7,XML Borehole,B34F1850_1.4.xml,1.3,2.8000000000000003,Z,ZMG,250.0,,,,,
B34F1850,4.0,253366.0,465580.0,30.7,XML Borehole,B34F1850_1.4.xml,2.8000000000000003,4.0,K,,,,,S3,KX,
B34F1851,3.0,253630.0,465371.0,30.5,XML Borehole,B34F1851_1.4.xml,0.0,0.3,Z,ZMG,,,,,,
B34F1851,3.0,253630.0,465371.0,30.5,XML Borehole,B34F1851_1.4.xml,0.3,0.7000000000000001,Z,ZMF,175.0,,,,,
B34F1851,3.0,253630.0,465371.0,30.5,XML Borehole,B34F1851_1.4.xml,0.7000000000000001,1.5,Z,ZMG,250.0,,,,,
B34F1851,3.0,253630.0,465371.0,30.5,XML Borehole,B34F1851_1.4.xml,1.5,3.0,K,,,,,S1,,
B34F1852,3.0,253299.0,465338.0,30.400000000000002,XML Borehole,B34F1852_1.4.xml,0.0,0.5,Z,,,,,,,
B34F1852,3.0,253299.0,465338.0,30.400000000000002,XML Borehole,B34F1852_1.4.xml,0.5,0.7000000000000001,Z,ZMF,175.0,,,,,
B34F1852,3.0,253299.0,465338.0,30.400000000000002,XML Borehole,B34F1852_1.4.xml,0.7000000000000001,1.4000000000000001,Z,ZMG,250.0,,,,,
B34F1852,3.0,253299.0,465338.0,30.400000000000002,XML Borehole,B34F1852_1.4.xml,1.4000000000000001,2.0,Z,ZZG,380.0,G1,,,,
B34F1852,3.0,253299.0,465338.0,30.400000000000002,XML Borehole,B34F1852_1.4.xml,2.0,3.0,Z,ZMF,160.0,,,,,
B34F1853,3.0,253061.0,465382.0,30.0,XML Borehole,B34F1853_1.4.xml,0.0,1.9000000000000001,Z,,,,,,,
B34F1853,3.0,253061.0,465382.0,30.0,XML Borehole,B34F1853_1.4.xml,1.9000000000000001,3.0,Z,ZZG,350.0,,,,,
B34F1854,4.0,253951.0,465350.0,31.0,XML Borehole,B34F1854_1.4.xml,0.0,2.58,Z,ZMF,175.0,,,,,H2
B34F1854,4.0,253951.0,465350.0,31.0,XML Borehole,B34F1854_1.4.xml,2.58,4.0,Z,ZMG,250.0,,,SX,,
B34F1855,4.0,253627.0,465689.0,30.400000000000002,XML Borehole,B34F1855_1.4.xml,0.0,0.3,Z,ZMF,,,,,,
B34F1855,4.0,253627.0,465689.0,30.400000000000002,XML Borehole,B34F1855_1.4.xml,0.3,2.4,Z,ZMG,250.0,,,S1,,
B34F1855,4.0,253627.0,465689.0,30.400000000000002,XML Borehole,B34F1855_1.4.xml,2.4,4.0,Z,ZZG,350.0,,,,,
B34F1856,4.0,253635.0,465992.0,29.8,XML Borehole,B34F1856_1.4.xml,0.0,0.3,Z,,,,,,,
