code,depth,x,y,z,format,source,top,base,lithology,sandmedianclass,sandmedian,graveladmix,sandadmix,siltadmix,clayadmix,humusadmix
B34F2007,3.0,257988.0,466014.0,39.1,XML Borehole,B34F2007_1.4.xml,0.0,0.4,Z,,,,,,,
B34F2007,3.0,257988.0,466014.0,39.1,XML Borehole,B34F2007_1.4.xml,0.4,0.9,Z,ZMG,250.0,,,,,
B34F2007,3.0,257988.0,466014.0,39.1,XML Borehole,B34F2007_1.4.xml,0.9,1.1,Z,ZMF,175.0,,,,,
B34F2007,3.0,257988.0,466014.0,39.1,XML Borehole,B34F2007_1.4.xml,1.1,2.4,Z,ZMG,250.0,,,,,
B34F2007,3.0,257988.0,466014.0,39.1,XML Borehole,B34F2007_1.4.xml,2.4,2.6,Z,ZUG,450.0,,,,,H2
B34F2007,3.0,257988.0,466014.0,39.1,XML Borehole,B34F2007_1.4.xml,2.6,3.0,K,,,G1,,S3,KX,
B34F2008,4.2,257040.0,466957.0,37.1,XML Borehole,B34F2008_1.4.xml,0.0,0.3,Z,,,,,,,
B34F2008,4.2,257040.0,466957.0,37.1,XML Borehole,B34F2008_1.4.xml,0.3,0.7000000000000001,Z,ZMF,175.0,,,,,
B34F2008,4.2,257040.0,466957.0,37.1,XML Borehole,B34F2008_1.4.xml,0.7000000000000001,2.9,Z,,,,,,,
B34F2008,4.2,257040.0,466957.0,37.1,XML Borehole,B34F2008_1.4.xml,2.9,3.12,L,,,,,SX,,H2
B34F2008,4.2,257040.0,466957.0,37.1,XML Borehole,B34F2008_1.4.xml,3.12,3.6,Z,ZZG,380.0,,,,,
B34F2008,4.2,257040.0,466957.0,37.1,XML Borehole,B34F2008_1.4.xml,3.6,3.8000000000000003,L,,,,,SX,,H2
B34F2008,4.2,257040.0,466957.0,37.1,XML Borehole,B34F2008_1.4.xml,3.8000000000000003,4.2,Z,ZMG,280.0,,,,,
B34F2009,4.0,257331.0,466985.0,37.6,XML Borehole,B34F2009_1.4.xml,0.0,0.8,Z,ZMF,,,,,,
B34F2009,4.0,257331.0,466985.0,37.6,XML Borehole,B34F2009_1.4.xml,0.8,1.2,Z,ZMG,230.0,,,,,
B34F2009,4.0,257331.0,466985.0,37.6,XML Borehole,B34F2009_1.4.xml,1.2,1.8,L,,,,,SX,,
B34F2009,4.0,257331.0,466985.0,37.6,XML Borehole,B34F2009_1.4.xml,1.8,2.2,L,ZMG,250.0,,,,,
B34F2009,4.0,257331.0,466985.0,37.6,XML Borehole,B34F2009_1.4.xml,2.2,2.5,Z,ZMF,160.0,GX,,SX,,H2
B34F2009,4.0,257331.0,466985.0,37.6,XML Borehole,B34F2009_1.4.xml,2.5,2.9,L,,,,,SX,,
B34F2009,4.0,257331.0,466985.0,37.6,XML Borehole,B34F2009_1.4.xml,2.9,4.0,L,ZZG,380.0,GX,,,,
B34F2010,2.8000000000000003,257691.0,466988.0,38.800000000000004,XML Borehole,B34F2010_1.4.xml,0.0,0.6,Z,ZMG,,,,,,
B34F2010,2.8000000000000003,257691.0,466988.0,38.800000000000004,XML Borehole,B34F2010_1.4.xml,0.6,0.9,Z,ZMF,175.0,,,,,
B34F2010,2.8000000000000003,257691.0,466988.0,38.800000000000004,XML Borehole,B34F2010_1.4.xml,0.9,1.2,Z,ZZF,125.0,,,,,
B34F2010,2.8000000000000003,257691.0,466988.0,38.800000000000004,XML Borehole,B34F2010_1.4.xml,1.2,2.8000000000000003,K,,,G1,Z2,,,
B34F2011,4.0,257010.0,466669.0,36.5,XML Borehole,B34F2011_1.4.xml,0.0,0.2,Z,ZMG,,,,,,
B34F2011,4.0,257010.0,466669.0,36.5,XML Borehole,B34F2011_1.4.xml,0.2,0.6,L,,,,,SX,,H2
B34F2011,4.0,257010.0,466669.0,36.5,XML Borehole,B34F2011_1.4.xml,0.6,1.1,Z,ZMF,190.0,,,S1,,
B34F2011,4.0,257010.0,466669.0,36.5,XML Borehole,B34F2011_1.4.xml,1.1,1.7,Z,ZZF,125.0,,,,,H2
B34F2011,4.0,257010.0,466669.0,36.5,XML Borehole,B34F2011_1.4.xml,1.7,2.2,Z,,,,,,,
B34F2011,4.0,257010.0,466669.0,36.5,XML Borehole,B34F2011_1.4.xml,2.2,3.0,Z,ZMG,250.0,,,SX,,H2
B34F2011,4.0,257010.0,466669.0,36.5,XML Borehole,B34F2011_1.4.xml,3.0,4.0,Z,,,,,,,
B34F2012,3.2,257328.0,466662.0,36.6,XML Borehole,B34F2012_1.4.xml,0.0,0.3,Z,,,,,,,
B34F2012,3.2,257328.0,466662.0,36.6,XML Borehole,B34F2012_1.4.xml,0.3,0.9,Z,ZMF,190.0,,,,,
B34F2012,3.2,257328.0,466662.0,36.6,XML Borehole,B34F2012_1.4.xml,0.9,1.6,Z,ZZG,380.0,G1,,,,
B34F2012,3.2,257328.0,466662.0,36.6,XML Borehole,B34F2012_1.4.xml,1.6,3.0,Z,,,,,,,
B34F2012,3.2,257328.0,466662.0,36.6,XML Borehole,B34F2012_1.4.xml,3.0,3.2,K,,,,,S1,KX,
B34F2013,4.2,257331.0,466348.0,37.6,XML Borehole,B34F2013_1.4.xml,0.0,1.1,Z,ZMF,,,,,,
B34F2013,4.2,257331.0,466348.0,37.6,XML Borehole,B34F2013_1.4.xml,1.1,3.8000000000000003,Z,ZMG,250.0,,,,,
B34F2013,4.2,257331.0,466348.0,37.6,XML Borehole,B34F2013_1.4.xml,3.8000000000000003,4.2,Z,ZZG,350.0,,,,,
B34F2018,3.0,258032.0,466312.0,39.6,XML Borehole,B34F2018_1.4.xml,0.0,0.5,Z,ZMF,,,,,,
B34F2018,3.0,258032.0,466312.0,39.6,XML Borehole,B34F2018_1.4.xml,0.5,1.4000000000000001,Z,ZMG,230.0,G1,,SX,,
B34F2018,3.0,258032.0,466312.0,39.6,XML Borehole,B34F2018_1.4.xml,1.4000000000000001,3.0,K,,,G1,,S3,KX,
B34F2019,3.0,258032.0,466666.0,39.6,XML Borehole,B34F2019_1.4.xml,0.0,0.5,K,,,,,S2,KX,
B34F2019,3.0,258032.0,466666.0,39.6,XML Borehole,B34F2019_1.4.xml,0.5,0.9,Z,ZMG,250.0,,,,,
B34F2019,3.0,258032.0,466666.0,39.6,XML Borehole,B34F2019_1.4.xml,0.9,1.1,Z,,,,,,,
B34F2019,3.0,258032.0,466666.0,39.6,XML Borehole,B34F2019_1.4.xml,1.1,2.0,K,,,G1,,S3,KX,
B34F2019,3.0,258032.0,466666.0,39.6,XML Borehole,B34F2019_1.4.xml,2.0,3.0,Z,ZMG,230.0,,,S3,,
B34F2020,2.6,258045.0,466960.0,41.0,XML Borehole,B34F2020_1.4.xml,0.0,1.1,Z,ZMG,,,,,,
B34F2020,2.6,258045.0,466960.0,41.0,XML Borehole,B34F2020_1.4.xml,1.1,1.8,Z,,,,,,,
B34F2020,2.6,258045.0,466960.0,41.0,XML Borehole,B34F2020_1.4.xml,1.8,2.6,K,,,,Z2,,,
B34F2071,2.6,252328.0,467496.0,27.3,XML Borehole,B34F2071_1.4.xml,0.0,1.45,Z,ZMF,,,,S1,,H3
B34F2071,2.6,252328.0,467496.0,27.3,XML Borehole,B34F2071_1.4.xml,1.45,2.2,Z,ZMG,250.0,,,SX,,
B34F2071,2.6,252328.0,467496.0,27.3,XML Borehole,B34F2071_1.4.xml,2.2,2.6,K,,,GX,ZX,S3,,
B34F2073,4.0,252586.0,467292.0,27.3,XML Borehole,B34F2073_1.4.xml,0.0,0.5,Z,ZMF,175.0,,,SX,,H3
B34F2073,4.0,252586.0,467292.0,27.3,XML Borehole,B34F2073_1.4.xml,0.5,0.9,Z,ZMG,250.0,,,S1,,
B34F2073,4.0,252586.0,467292.0,27.3,XML Borehole,B34F2073_1.4.xml,0.9,1.7,Z,ZMF,200.0,,,S1,,
B34F2073,4.0,252586.0,467292.0,27.3,XML Borehole,B34F2073_1.4.xml,1.7,3.3000000000000003,Z,ZMG,250.0,,,,,
B34F2073,4.0,252586.0,467292.0,27.3,XML Borehole,B34F2073_1.4.xml,3.3000000000000003,3.6,Z,ZUG,500.0,,,,,
B34F2073,4.0,252586.0,467292.0,27.3,XML Borehole,B34F2073_1.4.xml,3.6,4.0,K,,,,Z3,,,H3
B34F2074,4.0,252759.0,467010.0,28.0,XML Borehole,B34F2074_1.4.xml,0.0,1.7,Z,ZMF,175.0,,,,,
B34F2074,4.0,252759.0,467010.0,28.0,XML Borehole,B34F2074_1.4.xml,1.7,3.7,Z,ZMG,,G1,,,,
B34F2074,4.0,252759.0,467010.0,28.0,XML Borehole,B34F2074_1.4.xml,3.7,4.0,K,,,,Z3,,,H3
B34F2075,3.8000000000000003,252895.0,467225.0,27.5,XML Borehole,B34F2075_1.4.xml,0.0,0.8,Z,ZMF,175.0,,,SX,,
B34F2075,3.8000000000000003,252895.0,467225.0,27.5,XML Borehole,B34F2075_1.4.xml,0.8,1.6,Z,ZMG,250.0,G1,,SX,,
B34F2075,3.8000000000000003,252895.0,467225.0,27.5,XML Borehole,B34F2075_1.4.xml,1.6,1.95,K,,,,Z3,,,H3
B34F2075,3.8000000000000003,252895.0,467225.0,27.5,XML Borehole,B34F2075_1.4.xml,1.95,2.7,Z,ZMG,250.0,,,SX,,
B34F2075,3.8000000000000003,252895.0,467225.0,27.5,XML Borehole,B34F2075_1.4.xml,2.7,3.8000000000000003,Z,ZZG,,G3,,,,H3
B34F2076,3.7,252305.0,467091.0,27.3,XML Borehole,B34F2076_1.4.xml,0.0,0.2,Z,ZMF,175.0,,,,,
B34F2076,3.7,252305.0,467091.0,27.3,XML Borehole,B34F2076_1.4.xml,0.2,0.7000000000000001,Z,,,,,,,
B34F2076,3.7,252305.0,467091.0,27.3,XML Borehole,B34F2076_1.4.xml,0.7000000000000001,1.2,Z,ZZF,140.0,,,SX,,
B34F2076,3.7,252305.0,467091.0,27.3,XML Borehole,B34F2076_1.4.xml,1.2,2.2,Z,ZMF,190.0,,,S1,,
B34F2076,3.7,252305.0,467091.0,27.3,XML Borehole,B34F2076_1.4.xml,2.2,3.1,Z,ZMG,,,,S1,,
B34F2076,3.7,252305.0,467091.0,27.3,XML Borehole,B34F2076_1.4.xml,3.1,3.7,K,,,,Z3,SX,,H3
B34F2081,4.0,253628.0,467314.0,29.400000000000002,XML Borehole,B34F2081_1.4.xml,0.0,2.0,Z,,,,,,,HX
B34F2081,4.0,253628.0,467314.0,29.400000000000002,XML Borehole,B34F2081_1.4.xml,2.0,2.4,K,,,G1,,S3,KX,
B34F2081,4.0,253628.0,467314.0,29.400000000000002,XML Borehole,B34F2081_1.4.xml,2.4,3.6,Z,,,,,,,
B34F2081,4.0,253628.0,467314.0,29.400000000000002,XML Borehole,B34F2081_1.4.xml,3.6,4.0,Z,ZMG,250.0,,,SX,,
B34F2082,4.0,253317.0,467350.0,28.8,XML Borehole,B34F2082_1.4.xml,0.0,0.3,Z,ZMG,,,,,,
B34F2082,4.0,253317.0,467350.0,28.8,XML Borehole,B34F2082_1.4.xml,0.3,0.5,Z,ZMF,190.0,,,,,
B34F2082,4.0,253317.0,467350.0,28.8,XML Borehole,B34F2082_1.4.xml,0.5,1.3,Z,ZZG,,,,,,
B34F2082,4.0,253317.0,467350.0,28.8,XML Borehole,B34F2082_1.4.xml,1.3,1.7,Z,,,,,SX,,H2
B34F2082,4.0,253317.0,467350.0,28.8,XML Borehole,B34F2082_1.4.xml,1.7,2.1,K,,,G1,Z2,,,
B34F2082,4.0,253317.0,467350.0,28.8,XML Borehole,B34F2082_1.4.xml,2.1,3.0,Z,ZZG,380.0,,,,,
B34F2082,4.0,253317.0,467350.0,28.8,XML Borehole,B34F2082_1.4.xml,3.0,4.0,Z,ZMG,250.0,,,,,
B34F2086,2.0,253961.0,467332.0,30.7,XML Borehole,B34F2086_1.4.xml,0.0,0.35000000000000003,Z,ZMF,,,,,,
B34F2086,2.0,253961.0,467332.0,30.7,XML Borehole,B34F2086_1.4.xml,0.35000000000000003,1.0,Z,ZMG,250.0,,,,,
B34F2086,2.0,253961.0,467332.0,30.7,XML Borehole,B34F2086_1.4.xml,1.0,1.6,Z,ZZG,350.0,,,,,
B34F2086,2.0,253961.0,467332.0,30.7,XML Borehole,B34F2086_1.4.xml,1.6,2.0,K,,,G1,Z2,,,
B34F2088,3.6,254935.0,467349.0,32.7,XML Borehole,B34F2088_1.4.xml,0.0,2.9,Z,ZMF,,,,,,
B34F2088,3.6,254935.0,467349.0,32.7,XML Borehole,B34F2088_1.4.xml,2.9,3.4,L,,,,,SX,,H3
B34F2088,3.6,254935.0,467349.0,32.7,XML Borehole,B34F2088_1.4.xml,3.4,3.6,V,,,,ZX,,,
B34F2089,3.1,254630.0,467366.0,32.5,XML Borehole,B34F2089_1.4.xml,0.0,0.3,Z,,,,,,,
B34F2089,3.1,254630.0,467366.0,32.5,XML Borehole,B34F2089_1.4.xml,0.3,1.7,Z,ZMG,,,,,,
B34F2089,3.1,254630.0,467366.0,32.5,XML Borehole,B34F2089_1.4.xml,1.7,1.9000000000000001,L,,,,,SX,,
B34F2089,3.1,254630.0,467366.0,32.5,XML Borehole,B34F2089_1.4.xml,1.9000000000000001,2.9,Z,ZMG,230.0,,,,,
B34F2089,3.1,254630.0,467366.0,32.5,XML Borehole,B34F2089_1.4.xml,2.9,3.1,L,,,,,SX,,
B34F2090,2.8000000000000003,254267.0,467357.0,32.4,XML Borehole,B34F2090_1.4.xml,0.0,0.5,Z,ZMF,,,,,,
B34F2090,2.8000000000000003,254267.0,467357.0,32.4,XML Borehole,B34F2090_1.4.xml,0.5,0.7000000000000001,Z,,,,,,,
B34F2090,2.8000000000000003,254267.0,467357.0,32.4,XML Borehole,B34F2090_1.4.xml,0.7000000000000001,1.1,Z,ZMG,250.0,,,,,
B34F2090,2.8000000000000003,254267.0,467357.0,32.4,XML Borehole,B34F2090_1.4.xml,1.1,2.2,K,,,G1,Z1,,,
B34F2090,2.8000000000000003,254267.0,467357.0,32.4,XML Borehole,B34F2090_1.4.xml,2.2,2.45,Z,ZMG,250.0,,,,,
B34F2090,2.8000000000000003,254267.0,467357.0,32.4,XML Borehole,B34F2090_1.4.xml,2.45,2.8000000000000003,K,,,,Z1,,,
B34F2095,3.4,254966.0,467683.0,32.0,XML Borehole,B34F2095_1.4.xml,0.0,0.3,Z,ZMF,,,,,,
B34F2095,3.4,254966.0,467683.0,32.0,XML Borehole,B34F2095_1.4.xml,0.3,0.6,V,,,,,,,
B34F2095,3.4,254966.0,467683.0,32.0,XML Borehole,B34F2095_1.4.xml,0.6,0.8,Z,,,,,,,
B34F2095,3.4,254966.0,467683.0,32.0,XML Borehole,B34F2095_1.4.xml,0.8,1.4000000000000001,Z,ZMF,190.0,,,,,
B34F2095,3.4,254966.0,467683.0,32.0,XML Borehole,B34F2095_1.4.xml,1.4000000000000001,2.0,Z,ZMG,250.0,,,,,
B34F2095,3.4,254966.0,467683.0,32.0,XML Borehole,B34F2095_1.4.xml,2.0,2.4,K,,,,Z2,,,HX
B34F2095,3.4,254966.0,467683.0,32.0,XML Borehole,B34F2095_1.4.xml,2.4,2.8000000000000003,Z,ZMG,250.0,,,,,
B34F2095,3.4,254966.0,467683.0,32.0,XML Borehole,B34F2095_1.4.xml,2.8000000000000003,3.4,V,,,,,,,
B34F2096,4.0,255979.0,467019.0,34.9,XML Borehole,B34F2096_1.4.xml,0.0,0.8,Z,ZMF,,,,,,
B34F2096,4.0,255979.0,467019.0,34.9,XML Borehole,B34F2096_1.4.xml,0.8,2.1,Z,ZMG,250.0,,,,,
B34F2096,4.0,255979.0,467019.0,34.9,XML Borehole,B34F2096_1.4.xml,2.1,4.0,Z,,,,,S1,,
B34F2097,3.5,255617.0,467333.0,33.6,XML Borehole,B34F2097_1.4.xml,0.0,1.7,Z,ZMF,,,,,,
B34F2097,3.5,255617.0,467333.0,33.6,XML Borehole,B34F2097_1.4.xml,1.7,3.5,Z,,,,,,,
B34F2098,4.0,255336.0,467020.0,33.0,XML Borehole,B34F2098_1.4.xml,0.0,0.5,Z,ZMG,,,,,,
B34F2098,4.0,255336.0,467020.0,33.0,XML Borehole,B34F2098_1.4.xml,0.5,1.5,Z,ZMF,175.0,,,,,
B34F2098,4.0,255336.0,467020.0,33.0,XML Borehole,B34F2098_1.4.xml,1.5,3.0,Z,ZMG,250.0,,,,,
B34F2098,4.0,255336.0,467020.0,33.0,XML Borehole,B34F2098_1.4.xml,3.0,4.0,Z,ZZG,380.0,GX,,,,
B34F2099,4.0,255322.0,467332.0,32.9,XML Borehole,B34F2099_1.4.xml,0.0,2.5,Z,ZMF,,,,,,
B34F2099,4.0,255322.0,467332.0,32.9,XML Borehole,B34F2099_1.4.xml,2.5,3.3000000000000003,L,,,,ZX,SX,,HX
B34F2099,4.0,255322.0,467332.0,32.9,XML Borehole,B34F2099_1.4.xml,3.3000000000000003,4.0,Z,ZZG,350.0,,,,,
B34F2100,3.5,255951.0,467397.0,34.800000000000004,XML Borehole,B34F2100_1.4.xml,0.0,3.0,Z,ZMF,,,,,,
B34F2100,3.5,255951.0,467397.0,34.800000000000004,XML Borehole,B34F2100_1.4.xml,3.0,3.5,K,,,G1,Z2,,,
B34F2103,3.3000000000000003,255639.0,467689.0,33.2,XML Borehole,B34F2103_1.4.xml,0.0,0.2,Z,ZMF,,,,,,
B34F2103,3.3000000000000003,255639.0,467689.0,33.2,XML Borehole,B34F2103_1.4.xml,0.2,0.5,Z,,,,,SX,,
B34F2103,3.3000000000000003,255639.0,467689.0,33.2,XML Borehole,B34F2103_1.4.xml,0.5,0.9,Z,ZMF,175.0,,,,,
B34F2103,3.3000000000000003,255639.0,467689.0,33.2,XML Borehole,B34F2103_1.4.xml,0.9,1.6,Z,ZMG,280.0,,,S1,,
B34F2103,3.3000000000000003,255639.0,467689.0,33.2,XML Borehole,B34F2103_1.4.xml,1.6,2.2,Z,ZZG,380.0,,,,,
B34F2103,3.3000000000000003,255639.0,467689.0,33.2,XML Borehole,B34F2103_1.4.xml,2.2,2.45,V,,,,,SX,,
B34F2103,3.3000000000000003,255639.0,467689.0,33.2,XML Borehole,B34F2103_1.4.xml,2.45,3.0,Z,ZZG,380.0,,,,,
B34F2103,3.3000000000000003,255639.0,467689.0,33.2,XML Borehole,B34F2103_1.4.xml,3.0,3.3000000000000003,K,,,,Z2,,,HX
B34F2104,2.6,256339.0,467011.0,35.800000000000004,XML Borehole,B34F2104_1.4.xml,0.0,0.8,Z,ZMG,,,,,,
B34F2104,2.6,256339.0,467011.0,35.800000000000004,XML Borehole,B34F2104_1.4.xml,0.8,1.4000000000000001,Z,ZMF,175.0,,,,,
B34F2104,2.6,256339.0,467011.0,35.800000000000004,XML Borehole,B34F2104_1.4.xml,1.4000000000000001,2.0,Z,ZMG,280.0,,,,,
B34F2104,2.6,256339.0,467011.0,35.800000000000004,XML Borehole,B34F2104_1.4.xml,2.0,2.4,K,,,GX,Z2,,,
B34F2104,2.6,256339.0,467011.0,35.800000000000004,XML Borehole,B34F2104_1.4.xml,2.4,2.6,Z,ZMG,250.0,,,,,
B34F2105,4.0,256287.0,467341.0,35.5,XML Borehole,B34F2105_1.4.xml,0.0,1.2,Z,ZMF,,,,,,
B34F2105,4.0,256287.0,467341.0,35.5,XML Borehole,B34F2105_1.4.xml,1.2,1.4000000000000001,Z,ZUG,450.0,,,,,
B34F2105,4.0,256287.0,467341.0,35.5,XML Borehole,B34F2105_1.4.xml,1.4000000000000001,1.9000000000000001,L,,,,ZX,SX,,
B34F2105,4.0,256287.0,467341.0,35.5,XML Borehole,B34F2105_1.4.xml,1.9000000000000001,4.0,Z,ZZG,350.0,,,SX,,
B34F2106,1.8,256723.0,467319.0,36.5,XML Borehole,B34F2106_1.4.xml,0.0,0.9,Z,ZMF,,,,,,
B34F2106,1.8,256723.0,467319.0,36.5,XML Borehole,B34F2106_1.4.xml,0.9,1.8,K,,,G1,Z2,,,
B34F2108,4.0,256296.0,467642.0,35.4,XML Borehole,B34F2108_1.4.xml,0.0,0.8,Z,ZMF,,,,,,
B34F2108,4.0,256296.0,467642.0,35.4,XML Borehole,B34F2108_1.4.xml,0.8,2.0,Z,,,,,,,
B34F2108,4.0,256296.0,467642.0,35.4,XML Borehole,B34F2108_1.4.xml,2.0,2.2,K,,,G1,,S3,KX,
B34F2108,4.0,256296.0,467642.0,35.4,XML Borehole,B34F2108_1.4.xml,2.2,2.9,Z,ZMF,175.0,,,,,
B34F2108,4.0,256296.0,467642.0,35.4,XML Borehole,B34F2108_1.4.xml,2.9,4.0,Z,ZZG,350.0,,,,,
B34F2109,3.2,256591.0,467643.0,35.800000000000004,XML Borehole,B34F2109_1.4.xml,0.0,0.4,Z,,,,,,,
B34F2109,3.2,256591.0,467643.0,35.800000000000004,XML Borehole,B34F2109_1.4.xml,0.4,0.9,Z,ZMF,175.0,,,,,
B34F2109,3.2,256591.0,467643.0,35.800000000000004,XML Borehole,B34F2109_1.4.xml,0.9,1.8,Z,ZZG,300.0,,,,,
B34F2109,3.2,256591.0,467643.0,35.800000000000004,XML Borehole,B34F2109_1.4.xml,1.8,3.2,K,,,,Z2,,,
B34F2110,2.8000000000000003,256938.0,467683.0,36.7,XML Borehole,B34F2110_1.4.xml,0.0,1.8,Z,,,,,,,
B34F2110,2.8000000000000003,256938.0,467683.0,36.7,XML Borehole,B34F2110_1.4.xml,1.8,2.4,Z,ZMF,160.0,,,,,
B34F2110,2.8000000000000003,256938.0,467683.0,36.7,XML Borehole,B34F2110_1.4.xml,2.4,2.8000000000000003,L,,,,Z1,SX,,
B34F2111,4.0,257666.0,467321.0,38.4,XML Borehole,B34F2111_1.4.xml,0.0,0.7000000000000001,Z,,,,,,,
B34F2111,4.0,257666.0,467321.0,38.4,XML Borehole,B34F2111_1.4.xml,0.7000000000000001,1.6,Z,ZMG,,GX,,,,
B34F2111,4.0,257666.0,467321.0,38.4,XML Borehole,B34F2111_1.4.xml,1.6,4.0,Z,ZUG,,,,,,
B34F2113,2.4,257680.0,467653.0,38.300000000000004,XML Borehole,B34F2113_1.4.xml,0.0,1.1,Z,ZMF,,,,,,
B34F2113,2.4,257680.0,467653.0,38.300000000000004,XML Borehole,B34F2113_1.4.xml,1.1,2.4,K,,,G1,Z2,,,
B34F2115,3.7,257031.0,467304.0,37.0,XML Borehole,B34F2115_1.4.xml,0.0,0.2,Z,ZMF,,,,,,
B34F2115,3.7,257031.0,467304.0,37.0,XML Borehole,B34F2115_1.4.xml,0.2,2.5,Z,,,,,,,
B34F2115,3.7,257031.0,467304.0,37.0,XML Borehole,B34F2115_1.4.xml,2.5,2.9,Z,ZMG,250.0,,,SX,,
B34F2115,3.7,257031.0,467304.0,37.0,XML Borehole,B34F2115_1.4.xml,2.9,3.7,L,,,,Z1,SX,,
B34F2116,4.3,257334.0,467317.0,37.1,XML Borehole,B34F2116_1.4.xml,0.0,1.5,Z,,,,,,,
B34F2116,4.3,257334.0,467317.0,37.1,XML Borehole,B34F2116_1.4.xml,1.5,3.5,Z,ZZG,350.0,,,,,
B34F2116,4.3,257334.0,467317.0,37.1,XML Borehole,B34F2116_1.4.xml,3.5,4.3,Z,ZUG,450.0,,,,,
B34F2125,4.0,258011.0,467681.0,39.2,XML Borehole,B34F2125_1.4.xml,0.0,0.8,Z,,,,,,,
B34F2125,4.0,258011.0,467681.0,39.2,XML Borehole,B34F2125_1.4.xml,0.8,1.2,Z,ZMF,175.0,,,,,
B34F2125,4.0,258011.0,467681.0,39.2,XML Borehole,B34F2125_1.4.xml,1.2,2.4,Z,ZMG,280.0,,,,,
B34F2125,4.0,258011.0,467681.0,39.2,XML Borehole,B34F2125_1.4.xml,2.4,4.0,Z,,,,,,,
B34F2128,2.6,258009.0,467344.0,39.0,XML Borehole,B34F2128_1.4.xml,0.0,0.3,Z,ZMG,,,,,,
B34F2128,2.6,258009.0,467344.0,39.0,XML Borehole,B34F2128_1.4.xml,0.3,0.6,Z,ZUG,500.0,G1,,,,
B34F2128,2.6,258009.0,467344.0,39.0,XML Borehole,B34F2128_1.4.xml,0.6,0.8,K,,,G1,Z2,,,
B34F2128,2.6,258009.0,467344.0,39.0,XML Borehole,B34F2128_1.4.xml,0.8,1.4000000000000001,Z,,,,,,,
B34F2128,2.6,258009.0,467344.0,39.0,XML Borehole,B34F2128_1.4.xml,1.4000000000000001,2.6,K,,,G1,Z2,,,
B34F2997,110.0,254625.0,467585.0,31.900000000000002,XML Borehole,B34F2997_1.4.xml,0.0,1.0,GM,,,,,,,
B34F2997,110.0,254625.0,467585.0,31.900000000000002,XML Borehole,B34F2997_1.4.xml,1.0,41.0,Z,ZZG,300.0,,,,KX,
B34F2997,110.0,254625.0,467585.0,31.900000000000002,XML Borehole,B34F2997_1.4.xml,41.0,67.0,STN,,,,,,,
B34F2997,110.0,254625.0,467585.0,31.900000000000002,XML Borehole,B34F2997_1.4.xml,67.0,110.0,K,,,,Z1,,,
B34F3191,85.0,252449.0,466105.0,28.79,XML Borehole,B34F3191_1.4.xml,0.0,2.0,Z,ZMF,150.0,,,S1,,
B34F3191,85.0,252449.0,466105.0,28.79,XML Borehole,B34F3191_1.4.xml,2.0,5.0,Z,ZZG,300.0,G1,,S1,,
B34F3191,85.0,252449.0,466105.0,28.79,XML Borehole,B34F3191_1.4.xml,5.0,14.0,Z,ZUG,420.0,G1,,S1,,
B34F3191,85.0,252449.0,466105.0,28.79,XML Borehole,B34F3191_1.4.xml,14.0,17.0,Z,ZZG,300.0,,,,KX,
B34F3191,85.0,252449.0,466105.0,28.79,XML Borehole,B34F3191_1.4.xml,17.0,73.0,K,,,,Z1,,,
B34F3191,85.0,252449.0,466105.0,28.79,XML Borehole,B34F3191_1.4.xml,73.0,85.0,STN,,,,,,,
